,National_ID,Age,Gender,Region,Income_Level,Household_Dependents,Monthly_Energy_Consumption_kWh,Subsidy_Eligibility,Subsidy_Type,Amount_NGN,Channel,Date,Wallet_Activity_Status,Wallet_Balance_NGN,Days_Since_Last_Transaction,Avg_Monthly_Wallet_Balance,Suspected_Fraud
65208,ID08134,65,Male,Kaduna,Low,2,176,0,Cash Transfer,7486,Mobile Wallet,2020-04-14,Inactive,3611.0,2.0,2385.0,1
65233,ID08137,46,Male,Kano,Middle,7,82,0,Cash Transfer,4547,Mobile Wallet,2021-07-23,Inactive,5519.0,4.0,1036.0,1
65266,ID08141,65,Female,Kano,Middle,3,105,0,Cash Transfer,5345,Mobile Wallet,2019-06-21,Inactive,4692.0,52.0,4647.0,1
65332,ID08148,47,Female,Kaduna,Low,1,124,0,Fuel,5423,Mobile Wallet,2021-12-13,Suspicious,5197.0,40.0,4451.0,1
65339,ID08149,56,Female,Lagos,Low,8,109,1,Cash Transfer,5911,Mobile Wallet,2022-12-05,Inactive,4181.0,70.0,1818.0,1
65341,ID08150,37,Female,Kano,Low,6,151,1,Fuel,4545,Mobile Wallet,2019-06-13,Inactive,2248.0,94.0,6508.0,1
65353,ID08151,41,Female,Yobe,Low,1,84,0,Fuel,5795,Mobile Wallet,2021-08-06,Inactive,402.0,77.0,4095.0,1
65366,ID08153,24,Female,Oyo,Low,9,138,1,Fuel,5588,Mobile Wallet,2020-08-11,Suspicious,5655.0,18.0,5054.0,1
65412,ID08161,61,Male,Oyo,Low,5,87,1,Cash Transfer,8387,Mobile Wallet,2023-12-17,Inactive,4557.0,17.0,1525.0,1
65447,ID08166,67,Male,Lagos,Low,1,56,0,Cash Transfer,6469,Mobile Wallet,2020-03-30,Inactive,2888.0,24.0,4755.0,1
65469,ID08169,68,Male,Kaduna,Low,3,75,0,Cash Transfer,7442,Mobile Wallet,2023-09-17,Suspicious,5587.0,34.0,3061.0,1
65488,ID08171,25,Female,Oyo,Low,7,96,1,Fuel,5722,Mobile Wallet,2020-08-11,Inactive,7064.0,14.0,5363.0,1
65500,ID08174,38,Female,Lagos,Low,2,138,0,Cash Transfer,7503,Mobile Wallet,2021-10-28,Suspicious,5519.0,89.0,3863.0,1
65506,ID08174,38,Female,Lagos,Low,2,138,0,Fuel,4608,Mobile Wallet,2022-04-05,Inactive,5483.0,72.0,2628.0,1
65544,ID08178,35,Female,Kano,Middle,5,114,0,Cash Transfer,4803,Mobile Wallet,2022-01-18,Inactive,6721.0,71.0,2429.0,1
65556,ID08180,69,Male,Kaduna,Low,1,99,0,Fuel,4894,Mobile Wallet,2022-02-07,Suspicious,6895.0,81.0,2941.0,1
65623,ID08185,44,Male,Kano,Middle,7,111,0,Cash Transfer,5408,Mobile Wallet,2021-03-13,Inactive,4822.0,90.0,1503.0,1
65684,ID08193,42,Male,Lagos,Low,6,136,1,Cash Transfer,8028,Mobile Wallet,2022-09-10,Inactive,4049.0,38.0,5544.0,1
65686,ID08194,28,Male,Kaduna,Low,2,120,0,Fuel,4699,Mobile Wallet,2021-12-12,Inactive,6203.0,30.0,3583.0,1
65690,ID08194,28,Male,Kaduna,Low,2,120,0,Fuel,4825,Mobile Wallet,2021-01-23,Inactive,7211.0,49.0,2843.0,1
65693,ID08194,28,Male,Kaduna,Low,2,120,0,Cash Transfer,5741,Mobile Wallet,2022-12-05,Suspicious,5316.0,2.0,2920.0,1
65713,ID08197,69,Male,Yobe,Low,3,108,0,Fuel,5617,Mobile Wallet,2021-07-12,Inactive,5366.0,72.0,4487.0,1
65714,ID08198,57,Male,Kaduna,Middle,5,98,0,Cash Transfer,5770,Mobile Wallet,2020-02-07,Suspicious,4441.0,12.0,8122.0,1
65728,ID08200,46,Female,Kano,Low,9,78,1,Cash Transfer,5792,Mobile Wallet,2022-02-24,Suspicious,919.0,54.0,3817.0,1
65739,ID08201,48,Female,Yobe,Low,1,105,0,Cash Transfer,7602,Mobile Wallet,2023-05-24,Suspicious,6867.0,4.0,4404.0,1
65786,ID08207,35,Female,Rivers,Middle,5,79,0,Cash Transfer,5012,Mobile Wallet,2023-06-14,Inactive,6447.0,3.0,8125.0,1
65805,ID08209,50,Female,Oyo,Low,6,100,1,Cash Transfer,5603,Mobile Wallet,2023-02-20,Inactive,6635.0,85.0,3132.0,1
65848,ID08216,35,Male,Kaduna,Middle,1,155,0,Cash Transfer,4678,Mobile Wallet,2021-07-12,Suspicious,6233.0,89.0,3603.0,1
65879,ID08219,25,Female,Kaduna,Low,6,126,1,Cash Transfer,6253,Mobile Wallet,2023-02-13,Inactive,3642.0,37.0,2086.0,1
65883,ID08220,47,Female,Lagos,Low,1,26,0,Fuel,5623,Mobile Wallet,2019-11-25,Suspicious,3506.0,38.0,4851.0,1
65890,ID08220,47,Female,Lagos,Low,1,26,0,Fuel,4677,Mobile Wallet,2019-10-16,Suspicious,3834.0,93.0,3128.0,1
65932,ID08225,66,Female,Kano,Low,3,105,0,Cash Transfer,7868,Mobile Wallet,2022-03-13,Inactive,6844.0,37.0,1295.0,1
65935,ID08225,66,Female,Kano,Low,3,105,0,Fuel,4937,Mobile Wallet,2023-04-01,Suspicious,6148.0,76.0,3286.0,1
65950,ID08227,19,Female,Oyo,Low,1,147,0,Cash Transfer,6677,Mobile Wallet,2020-04-30,Suspicious,4147.0,52.0,5732.0,1
65992,ID08233,57,Female,Lagos,Low,3,58,0,Cash Transfer,5833,Mobile Wallet,2022-05-24,Suspicious,6861.0,3.0,2120.0,1
66004,ID08234,42,Female,Oyo,Low,4,71,1,Fuel,4755,Mobile Wallet,2021-11-05,Inactive,6537.0,44.0,4124.0,1
66017,ID08235,21,Male,Kano,Low,9,36,1,Cash Transfer,8080,Mobile Wallet,2019-06-11,Suspicious,4053.0,30.0,5120.0,1
66057,ID08240,47,Male,Oyo,Low,7,42,1,Cash Transfer,7612,Mobile Wallet,2019-12-17,Suspicious,6929.0,73.0,5848.0,1
66075,ID08242,40,Female,Oyo,Low,1,133,0,Cash Transfer,7343,Mobile Wallet,2019-08-17,Inactive,5234.0,22.0,2549.0,1
66077,ID08242,40,Female,Oyo,Low,1,133,0,Fuel,4718,Mobile Wallet,2023-11-07,Suspicious,6050.0,65.0,2812.0,1
66105,ID08245,29,Female,Kaduna,Low,7,91,1,Fuel,4774,Mobile Wallet,2021-08-15,Suspicious,1951.0,70.0,1817.0,1
66205,ID08258,43,Female,Rivers,Low,8,102,1,Fuel,4798,Mobile Wallet,2019-05-18,Inactive,3125.0,27.0,1899.0,1
66248,ID08262,28,Female,Lagos,Low,3,31,0,Fuel,5559,Mobile Wallet,2021-02-13,Inactive,6014.0,78.0,5405.0,1
66270,ID08265,35,Female,Kano,Low,4,53,1,Fuel,5267,Mobile Wallet,2019-01-22,Inactive,4183.0,48.0,5346.0,1
66321,ID08273,43,Female,Yobe,Middle,7,107,0,Cash Transfer,4825,Mobile Wallet,2019-06-19,Inactive,6290.0,48.0,6118.0,1
66322,ID08273,43,Female,Yobe,Middle,7,107,0,Cash Transfer,4631,Mobile Wallet,2023-10-03,Inactive,7648.0,46.0,4507.0,1
66354,ID08278,40,Female,Kano,Middle,6,83,0,Cash Transfer,5642,Mobile Wallet,2021-03-10,Inactive,5424.0,31.0,4124.0,1
66490,ID08295,24,Female,Kano,Middle,5,103,0,Cash Transfer,5413,Mobile Wallet,2023-08-26,Inactive,3234.0,36.0,5401.0,1
66497,ID08296,57,Male,Lagos,Middle,1,187,0,Cash Transfer,4838,Mobile Wallet,2022-08-13,Inactive,7370.0,71.0,2529.0,1
66584,ID08306,21,Female,Kano,Low,2,84,0,Fuel,5267,Mobile Wallet,2020-08-30,Inactive,5958.0,14.0,1901.0,1
66588,ID08307,28,Female,Oyo,Low,8,89,1,Cash Transfer,5780,Mobile Wallet,2020-01-11,Suspicious,6844.0,60.0,7053.0,1
66676,ID08315,62,Male,Oyo,Low,7,78,1,Cash Transfer,7045,Mobile Wallet,2023-05-03,Suspicious,5904.0,70.0,4336.0,1
66802,ID08330,42,Female,Kaduna,Low,4,74,1,Fuel,5096,Mobile Wallet,2022-08-11,Suspicious,0.0,7.0,5872.0,1
66842,ID08336,50,Male,Rivers,Low,3,86,0,Cash Transfer,8382,Mobile Wallet,2019-05-05,Suspicious,6531.0,49.0,5253.0,1
66878,ID08343,52,Female,Kano,Low,8,138,1,Cash Transfer,6065,Mobile Wallet,2022-02-05,Suspicious,3680.0,30.0,4013.0,1
66896,ID08345,51,Male,Yobe,Middle,6,45,0,Cash Transfer,4809,Mobile Wallet,2020-04-14,Suspicious,6152.0,28.0,2529.0,1
67030,ID08361,25,Male,Kaduna,Middle,4,85,0,Cash Transfer,5128,Mobile Wallet,2023-12-16,Inactive,6208.0,28.0,3958.0,1
67032,ID08361,25,Male,Kaduna,Middle,4,85,0,Cash Transfer,4959,Mobile Wallet,2020-12-30,Suspicious,7921.0,59.0,4648.0,1
67043,ID08362,54,Male,Kano,Low,6,113,1,Cash Transfer,6758,Mobile Wallet,2023-10-23,Suspicious,3705.0,63.0,6055.0,1
67045,ID08362,54,Male,Kano,Low,6,113,1,Cash Transfer,6361,Mobile Wallet,2019-09-04,Inactive,7283.0,47.0,5436.0,1
67075,ID08365,60,Female,Oyo,Low,3,154,0,Cash Transfer,8026,Mobile Wallet,2021-10-08,Inactive,2647.0,13.0,1467.0,1
67085,ID08366,32,Female,Rivers,Low,9,104,1,Cash Transfer,6607,Mobile Wallet,2020-03-16,Suspicious,4297.0,86.0,6969.0,1
67110,ID08369,22,Female,Rivers,Low,2,102,0,Fuel,5931,Mobile Wallet,2023-05-24,Suspicious,3824.0,28.0,2667.0,1
67113,ID08369,22,Female,Rivers,Low,2,102,0,Fuel,5116,Mobile Wallet,2023-10-23,Suspicious,5420.0,35.0,3770.0,1
67121,ID08370,46,Male,Rivers,Middle,8,76,0,Cash Transfer,5650,Mobile Wallet,2022-10-28,Suspicious,2414.0,74.0,2084.0,1
67170,ID08376,48,Female,Lagos,Low,1,77,0,Cash Transfer,6937,Mobile Wallet,2023-02-22,Inactive,4673.0,94.0,1017.0,1
67266,ID08391,52,Female,Kano,Low,2,72,0,Fuel,4709,Mobile Wallet,2021-10-13,Inactive,8081.0,75.0,2526.0,1
67298,ID08396,46,Male,Yobe,Low,5,120,1,Cash Transfer,7075,Mobile Wallet,2023-12-14,Suspicious,4920.0,22.0,4116.0,1
67301,ID08397,58,Female,Kaduna,Low,9,94,1,Cash Transfer,6848,Mobile Wallet,2023-07-20,Inactive,3840.0,44.0,4274.0,1
67360,ID08403,33,Female,Oyo,Middle,7,87,0,Cash Transfer,4582,Mobile Wallet,2023-04-12,Inactive,3892.0,25.0,3590.0,1
67361,ID08403,33,Female,Oyo,Middle,7,87,0,Cash Transfer,5342,Mobile Wallet,2021-06-16,Inactive,1343.0,0.0,4877.0,1
67373,ID08404,29,Male,Rivers,Low,6,79,1,Cash Transfer,6256,Mobile Wallet,2022-04-26,Inactive,5565.0,91.0,4951.0,1
67444,ID08412,43,Female,Rivers,Middle,9,88,0,Cash Transfer,4648,Mobile Wallet,2020-06-19,Suspicious,5289.0,45.0,3573.0,1
67465,ID08414,65,Female,Oyo,Low,9,64,1,Cash Transfer,6310,Mobile Wallet,2021-03-11,Inactive,5427.0,81.0,4544.0,1
67471,ID08414,65,Female,Oyo,Low,9,64,1,Cash Transfer,6370,Mobile Wallet,2020-08-04,Inactive,7206.0,97.0,3225.0,1
67486,ID08417,52,Female,Rivers,Low,4,95,1,Cash Transfer,7256,Mobile Wallet,2020-03-26,Inactive,2862.0,58.0,6169.0,1
67507,ID08420,56,Male,Lagos,Low,6,97,1,Cash Transfer,6191,Mobile Wallet,2020-07-20,Inactive,4356.0,42.0,1772.0,1
67514,ID08420,56,Male,Lagos,Low,6,97,1,Cash Transfer,5970,Mobile Wallet,2021-01-17,Suspicious,5713.0,7.0,4894.0,1
67536,ID08422,66,Male,Lagos,Low,4,118,1,Fuel,5701,Mobile Wallet,2021-06-05,Inactive,6610.0,95.0,2960.0,1
67539,ID08422,66,Male,Lagos,Low,4,118,1,Fuel,5579,Mobile Wallet,2019-08-13,Inactive,8243.0,78.0,4959.0,1
67560,ID08426,21,Female,Kano,Low,4,112,1,Cash Transfer,7892,Mobile Wallet,2021-05-01,Inactive,5962.0,7.0,4752.0,1
67623,ID08434,41,Male,Lagos,Low,8,69,1,Cash Transfer,8238,Mobile Wallet,2019-09-17,Inactive,4237.0,72.0,5447.0,1
67626,ID08434,41,Male,Lagos,Low,8,69,1,Fuel,5355,Mobile Wallet,2021-07-08,Inactive,3603.0,68.0,3444.0,1
67639,ID08438,48,Male,Yobe,Low,4,106,1,Cash Transfer,6014,Mobile Wallet,2019-10-04,Suspicious,4554.0,49.0,7230.0,1
67641,ID08439,64,Female,Lagos,Low,1,99,0,Cash Transfer,6880,Mobile Wallet,2022-01-09,Suspicious,4815.0,17.0,3707.0,1
67646,ID08439,64,Female,Lagos,Low,1,99,0,Cash Transfer,8303,Mobile Wallet,2021-11-04,Inactive,2145.0,47.0,5664.0,1
67651,ID08439,64,Female,Lagos,Low,1,99,0,Cash Transfer,7904,Mobile Wallet,2022-03-07,Inactive,6723.0,86.0,2669.0,1
67658,ID08440,57,Female,Yobe,Low,2,139,0,Fuel,5066,Mobile Wallet,2019-08-10,Inactive,4618.0,62.0,2145.0,1
67659,ID08440,57,Female,Yobe,Low,2,139,0,Cash Transfer,7252,Mobile Wallet,2021-05-19,Inactive,4808.0,41.0,7015.0,1
67721,ID08445,41,Female,Lagos,Middle,9,98,0,Cash Transfer,5164,Mobile Wallet,2019-12-15,Inactive,2849.0,76.0,2949.0,1
67724,ID08446,66,Female,Kaduna,Low,3,85,0,Fuel,5611,Mobile Wallet,2019-12-22,Inactive,6477.0,97.0,2318.0,1
67729,ID08446,66,Female,Kaduna,Low,3,85,0,Cash Transfer,7964,Mobile Wallet,2023-06-26,Inactive,5089.0,78.0,2703.0,1
67737,ID08447,43,Female,Kano,Middle,1,91,0,Cash Transfer,5150,Mobile Wallet,2022-05-03,Inactive,0.0,54.0,5152.0,1
67749,ID08449,64,Male,Rivers,Low,6,66,1,Cash Transfer,7381,Mobile Wallet,2022-10-03,Inactive,4522.0,94.0,6643.0,1
67787,ID08453,21,Male,Kano,Low,5,42,1,Fuel,4685,Mobile Wallet,2020-06-18,Inactive,4006.0,77.0,2533.0,1
67806,ID08456,61,Male,Oyo,Middle,7,89,0,Cash Transfer,4516,Mobile Wallet,2023-03-27,Inactive,767.0,66.0,3426.0,1
67828,ID08457,47,Female,Oyo,Low,9,90,1,Cash Transfer,6180,Mobile Wallet,2023-04-10,Inactive,5438.0,13.0,1211.0,1
67836,ID08461,66,Male,Oyo,Low,7,80,1,Cash Transfer,8214,Mobile Wallet,2023-11-03,Inactive,6202.0,45.0,4667.0,1
67884,ID08467,38,Male,Kaduna,Low,2,69,0,Cash Transfer,6349,Mobile Wallet,2020-11-22,Suspicious,2819.0,46.0,291.0,1
67919,ID08471,48,Male,Yobe,Middle,4,120,0,Cash Transfer,4614,Mobile Wallet,2022-02-06,Suspicious,5857.0,29.0,3978.0,1
67948,ID08474,32,Male,Oyo,Low,2,99,0,Cash Transfer,7987,Mobile Wallet,2021-12-06,Inactive,1302.0,33.0,3218.0,1
67974,ID08478,54,Female,Kano,Low,3,75,0,Cash Transfer,7013,Mobile Wallet,2023-12-15,Inactive,3096.0,70.0,4546.0,1
68049,ID08489,31,Male,Rivers,Low,3,72,0,Cash Transfer,7643,Mobile Wallet,2021-04-16,Inactive,5323.0,40.0,4913.0,1
68051,ID08489,31,Male,Rivers,Low,3,72,0,Fuel,5372,Mobile Wallet,2021-10-11,Inactive,8782.0,95.0,1799.0,1
68079,ID08495,62,Female,Kano,Low,6,53,1,Fuel,4987,Mobile Wallet,2019-09-14,Suspicious,2804.0,14.0,3787.0,1
68100,ID08500,51,Female,Rivers,Middle,5,119,0,Cash Transfer,4510,Mobile Wallet,2019-06-18,Suspicious,4732.0,69.0,4646.0,1
68113,ID08501,19,Female,Kaduna,Middle,2,101,0,Cash Transfer,4531,Mobile Wallet,2021-10-26,Suspicious,1678.0,17.0,4078.0,1
68133,ID08503,27,Male,Rivers,Middle,6,141,0,Cash Transfer,5256,Mobile Wallet,2022-09-01,Inactive,6123.0,0.0,3534.0,1
68161,ID08507,30,Female,Kaduna,Low,3,112,0,Cash Transfer,6335,Mobile Wallet,2021-03-24,Inactive,3974.0,5.0,3010.0,1
68165,ID08507,30,Female,Kaduna,Low,3,112,0,Cash Transfer,8271,Mobile Wallet,2021-10-23,Suspicious,4515.0,79.0,6683.0,1
68216,ID08512,55,Female,Kano,Low,1,86,0,Fuel,4757,Mobile Wallet,2021-12-29,Inactive,4539.0,48.0,5436.0,1
68284,ID08520,56,Female,Lagos,Low,8,119,1,Cash Transfer,6529,Mobile Wallet,2023-05-06,Inactive,3058.0,63.0,6053.0,1
68299,ID08522,38,Female,Kano,Low,6,141,1,Fuel,5505,Mobile Wallet,2021-06-10,Inactive,3055.0,76.0,4709.0,1
68307,ID08522,38,Female,Kano,Low,6,141,1,Fuel,5855,Mobile Wallet,2021-12-17,Inactive,4796.0,20.0,2521.0,1
68323,ID08527,34,Male,Kaduna,Low,3,97,0,Fuel,4507,Mobile Wallet,2022-08-03,Suspicious,6004.0,17.0,4099.0,1
68395,ID08535,53,Female,Oyo,Low,9,170,1,Fuel,5198,Mobile Wallet,2023-08-18,Inactive,8451.0,93.0,3600.0,1
68401,ID08535,53,Female,Oyo,Low,9,170,1,Cash Transfer,8188,Mobile Wallet,2022-03-18,Inactive,4318.0,30.0,2718.0,1
68491,ID08547,48,Male,Rivers,Low,1,145,0,Fuel,5025,Mobile Wallet,2021-06-16,Inactive,3720.0,30.0,2627.0,1
68511,ID08550,24,Male,Yobe,Low,6,76,1,Cash Transfer,6297,Mobile Wallet,2020-06-02,Inactive,1726.0,81.0,2133.0,1
68519,ID08551,44,Female,Kano,Low,9,138,1,Cash Transfer,6195,Mobile Wallet,2019-11-01,Inactive,4310.0,94.0,6148.0,1
68536,ID08552,38,Female,Oyo,Low,3,85,0,Fuel,5268,Mobile Wallet,2022-10-22,Inactive,2131.0,45.0,3703.0,1
68548,ID08554,33,Female,Lagos,Low,5,59,1,Fuel,5096,Mobile Wallet,2022-11-13,Inactive,5561.0,67.0,3428.0,1
68576,ID08557,69,Female,Yobe,Low,4,131,1,Cash Transfer,5730,Mobile Wallet,2019-03-17,Suspicious,1666.0,12.0,4518.0,1
68581,ID08557,69,Female,Yobe,Low,4,131,1,Cash Transfer,8024,Mobile Wallet,2022-05-17,Inactive,2907.0,75.0,6735.0,1
68613,ID08559,55,Male,Rivers,Low,9,131,1,Cash Transfer,6981,Mobile Wallet,2023-08-23,Suspicious,5431.0,68.0,4737.0,1
68637,ID08563,38,Male,Rivers,Low,1,106,0,Fuel,5030,Mobile Wallet,2023-12-03,Suspicious,5523.0,70.0,3929.0,1
68640,ID08563,38,Male,Rivers,Low,1,106,0,Fuel,5063,Mobile Wallet,2022-08-27,Suspicious,5534.0,65.0,5496.0,1
68663,ID08566,23,Female,Lagos,Low,2,86,0,Fuel,4642,Mobile Wallet,2021-08-29,Inactive,1748.0,94.0,4679.0,1
68763,ID08581,55,Female,Oyo,Low,5,69,1,Fuel,5968,Mobile Wallet,2020-11-27,Inactive,2343.0,88.0,3673.0,1
68777,ID08582,62,Male,Oyo,Low,4,138,1,Fuel,5656,Mobile Wallet,2021-05-16,Inactive,6251.0,97.0,5083.0,1
68782,ID08583,37,Male,Yobe,Middle,3,112,0,Cash Transfer,5504,Mobile Wallet,2019-07-13,Inactive,6510.0,4.0,4395.0,1
68796,ID08585,61,Female,Kaduna,Low,7,126,1,Cash Transfer,6908,Mobile Wallet,2022-09-04,Suspicious,5913.0,78.0,5489.0,1
68804,ID08586,62,Female,Kaduna,Low,1,109,0,Fuel,5715,Mobile Wallet,2019-12-24,Suspicious,6211.0,44.0,2953.0,1
68878,ID08596,26,Male,Rivers,Low,9,95,1,Fuel,5913,Mobile Wallet,2023-06-05,Suspicious,2530.0,25.0,6323.0,1
68894,ID08598,19,Female,Kaduna,Middle,1,83,0,Cash Transfer,4748,Mobile Wallet,2021-08-11,Suspicious,7041.0,83.0,3047.0,1
68918,ID08601,24,Female,Kano,Low,9,93,1,Fuel,4865,Mobile Wallet,2019-08-27,Suspicious,7453.0,97.0,5090.0,1
68935,ID08602,59,Male,Oyo,Low,7,107,1,Fuel,5973,Mobile Wallet,2022-08-05,Inactive,2489.0,41.0,5487.0,1
68938,ID08602,59,Male,Oyo,Low,7,107,1,Fuel,4820,Mobile Wallet,2021-08-21,Suspicious,4255.0,46.0,2642.0,1
68941,ID08602,59,Male,Oyo,Low,7,107,1,Cash Transfer,8056,Mobile Wallet,2020-05-02,Inactive,6638.0,87.0,2894.0,1
69031,ID08615,35,Male,Lagos,Middle,3,103,0,Cash Transfer,4653,Mobile Wallet,2019-02-03,Suspicious,4524.0,6.0,2789.0,1
69048,ID08617,34,Male,Lagos,Low,5,107,1,Fuel,5904,Mobile Wallet,2021-10-26,Inactive,4947.0,78.0,5530.0,1
69100,ID08623,55,Female,Oyo,Low,2,85,0,Cash Transfer,8335,Mobile Wallet,2022-08-18,Suspicious,5227.0,57.0,2241.0,1
69130,ID08625,22,Male,Kano,Low,6,67,1,Cash Transfer,7821,Mobile Wallet,2021-08-13,Suspicious,8069.0,7.0,4988.0,1
69132,ID08626,47,Female,Oyo,Middle,1,99,0,Cash Transfer,5071,Mobile Wallet,2022-11-02,Suspicious,5677.0,39.0,2297.0,1
69160,ID08630,46,Male,Yobe,Low,1,56,0,Fuel,5268,Mobile Wallet,2021-02-14,Inactive,7416.0,51.0,268.0,1
69164,ID08632,21,Male,Yobe,Low,6,82,1,Cash Transfer,8143,Mobile Wallet,2020-06-17,Inactive,4554.0,25.0,3957.0,1
69199,ID08635,31,Female,Oyo,Middle,6,63,0,Cash Transfer,5736,Mobile Wallet,2021-11-20,Suspicious,5530.0,15.0,6690.0,1
69221,ID08638,59,Male,Kano,Middle,8,62,0,Cash Transfer,4805,Mobile Wallet,2022-11-27,Suspicious,4358.0,19.0,6985.0,1
69244,ID08639,36,Male,Lagos,Low,6,148,1,Cash Transfer,7281,Mobile Wallet,2021-07-24,Inactive,7612.0,11.0,3449.0,1
69294,ID08646,52,Male,Lagos,Low,8,82,1,Cash Transfer,7283,Mobile Wallet,2020-07-04,Inactive,5496.0,39.0,1466.0,1
69355,ID08654,45,Male,Oyo,Low,6,79,1,Fuel,5720,Mobile Wallet,2019-08-27,Inactive,5207.0,2.0,1424.0,1
69423,ID08664,38,Male,Lagos,Low,8,87,1,Fuel,4698,Mobile Wallet,2019-04-06,Inactive,5334.0,59.0,7336.0,1
69427,ID08664,38,Male,Lagos,Low,8,87,1,Cash Transfer,8221,Mobile Wallet,2021-12-11,Inactive,4443.0,10.0,5412.0,1
69472,ID08671,56,Male,Kano,Low,4,123,1,Cash Transfer,7456,Mobile Wallet,2019-07-03,Inactive,4117.0,8.0,7926.0,1
69501,ID08675,63,Female,Lagos,Low,4,100,1,Cash Transfer,6374,Mobile Wallet,2019-08-04,Suspicious,5124.0,21.0,4714.0,1
69509,ID08676,49,Female,Oyo,Low,7,59,1,Cash Transfer,8239,Mobile Wallet,2019-07-19,Inactive,8270.0,87.0,3242.0,1
69522,ID08677,44,Male,Kaduna,Low,8,152,1,Fuel,4536,Mobile Wallet,2020-06-03,Inactive,6856.0,35.0,5519.0,1
69581,ID08688,24,Female,Lagos,Low,2,83,0,Cash Transfer,7303,Mobile Wallet,2023-10-17,Suspicious,9045.0,95.0,3537.0,1
69596,ID08690,35,Male,Rivers,Low,1,31,0,Cash Transfer,6401,Mobile Wallet,2021-08-26,Inactive,7198.0,36.0,2690.0,1
69612,ID08691,55,Male,Yobe,Low,7,111,1,Cash Transfer,6979,Mobile Wallet,2020-09-24,Suspicious,4699.0,2.0,3436.0,1
69649,ID08695,25,Male,Oyo,Low,8,86,1,Fuel,5877,Mobile Wallet,2019-04-16,Inactive,3738.0,85.0,2316.0,1
69666,ID08699,22,Female,Lagos,Low,9,121,1,Fuel,5097,Mobile Wallet,2021-05-30,Inactive,4696.0,80.0,4601.0,1
69694,ID08702,47,Female,Lagos,Low,1,99,0,Fuel,5325,Mobile Wallet,2021-03-12,Suspicious,2989.0,63.0,2902.0,1
69726,ID08707,45,Male,Yobe,Middle,8,61,0,Cash Transfer,4933,Mobile Wallet,2022-02-07,Inactive,3545.0,63.0,6105.0,1
69918,ID08732,29,Female,Yobe,Low,7,70,1,Fuel,5739,Mobile Wallet,2023-12-18,Inactive,1866.0,56.0,1083.0,1
69941,ID08734,35,Female,Oyo,Low,5,117,1,Cash Transfer,7169,Mobile Wallet,2021-11-25,Inactive,6906.0,43.0,3076.0,1
69990,ID08739,61,Female,Lagos,Low,6,74,1,Cash Transfer,7931,Mobile Wallet,2023-02-06,Suspicious,6383.0,73.0,2330.0,1
70049,ID08749,67,Female,Rivers,Low,5,145,1,Cash Transfer,8324,Mobile Wallet,2022-02-01,Inactive,4232.0,36.0,3238.0,1
70092,ID08755,32,Female,Yobe,Low,8,110,1,Fuel,4823,Mobile Wallet,2019-10-12,Inactive,7126.0,55.0,4123.0,1
70211,ID08773,24,Male,Rivers,Low,7,53,1,Cash Transfer,7326,Mobile Wallet,2020-11-12,Inactive,5346.0,34.0,4868.0,1
70289,ID08782,23,Male,Lagos,Low,5,126,1,Cash Transfer,7799,Mobile Wallet,2021-05-07,Inactive,8450.0,21.0,3420.0,1
70294,ID08782,23,Male,Lagos,Low,5,126,1,Cash Transfer,6885,Mobile Wallet,2019-09-30,Inactive,3976.0,25.0,5184.0,1
70304,ID08783,36,Female,Rivers,Middle,3,124,0,Cash Transfer,5283,Mobile Wallet,2020-10-13,Inactive,4020.0,87.0,4172.0,1
70312,ID08784,22,Female,Kaduna,Middle,9,119,0,Cash Transfer,4502,Mobile Wallet,2023-12-18,Inactive,6575.0,21.0,1016.0,1
70325,ID08785,49,Male,Kano,Low,4,64,1,Fuel,4776,Mobile Wallet,2022-06-17,Suspicious,4400.0,26.0,5485.0,1
70358,ID08789,30,Female,Lagos,Low,4,53,1,Fuel,5202,Mobile Wallet,2019-02-05,Suspicious,3442.0,47.0,4144.0,1
70377,ID08790,36,Male,Lagos,Low,8,121,1,Fuel,4586,Mobile Wallet,2023-07-20,Inactive,5165.0,31.0,5674.0,1
70408,ID08793,55,Female,Kaduna,Low,3,91,0,Fuel,4956,Mobile Wallet,2023-01-10,Inactive,5270.0,83.0,5080.0,1
70423,ID08795,41,Male,Oyo,Low,1,122,0,Cash Transfer,5622,Mobile Wallet,2021-02-26,Inactive,2970.0,41.0,4696.0,1
70451,ID08798,21,Female,Kaduna,Low,3,149,0,Fuel,5940,Mobile Wallet,2022-07-29,Inactive,7148.0,42.0,5513.0,1
70469,ID08802,52,Male,Kano,Low,2,85,0,Cash Transfer,6149,Mobile Wallet,2021-04-26,Inactive,6089.0,3.0,2796.0,1
70479,ID08802,52,Male,Kano,Low,2,85,0,Cash Transfer,8215,Mobile Wallet,2019-04-04,Inactive,6564.0,18.0,6662.0,1
70489,ID08804,61,Female,Kano,Middle,9,83,0,Cash Transfer,5353,Mobile Wallet,2019-05-14,Inactive,7394.0,91.0,4309.0,1
70610,ID08820,58,Female,Yobe,Low,2,50,0,Fuel,5606,Mobile Wallet,2019-08-07,Inactive,3583.0,72.0,3605.0,1
70611,ID08820,58,Female,Yobe,Low,2,50,0,Cash Transfer,6995,Mobile Wallet,2022-12-24,Inactive,2610.0,21.0,1879.0,1
70698,ID08832,20,Male,Rivers,Low,9,107,1,Cash Transfer,5890,Mobile Wallet,2022-03-03,Inactive,5999.0,87.0,6553.0,1
